Store,Assortment,CompetitionDistance,Promo2,PromoInterval,CompetitionOpenSince,Promo2Since,StoreType_a,StoreType_b,StoreType_c,StoreType_d
1076,2,90.0,1,"Jan,Apr,Jul,Oct",2010-02-01,2013-01-07,1,0,0,0
1077,0,3750.0,1,"Mar,Jun,Sept,Dec",2001-11-01,2010-08-30,1,0,0,0
1078,2,670.0,1,"Jan,Apr,Jul,Oct",2010-02-01,2011-10-03,0,0,0,1
1079,0,16680.0,1,"Jan,Apr,Jul,Oct",2010-02-01,2009-09-14,1,0,0,0
1080,0,2410.0,1,"Jan,Apr,Jul,Oct",2010-02-01,2014-10-06,1,0,0,0
1081,0,400.0,0,,2006-03-01,,0,1,0,0
1082,0,440.0,0,,2002-04-01,,0,0,1,0
1083,2,11540.0,1,"Feb,May,Aug,Nov",2010-02-01,2013-02-04,0,0,0,1
1084,0,190.0,1,"Jan,Apr,Jul,Oct",2010-02-01,2010-03-29,1,0,0,0
1085,0,4030.0,0,,2015-02-01,,0,0,1,0
1086,0,180.0,1,"Feb,May,Aug,Nov",2013-11-01,2011-05-02,1,0,0,0
1087,2,2210.0,0,,2011-11-01,,0,0,0,1
1088,0,4300.0,1,"Jan,Apr,Jul,Oct",2009-03-01,2013-07-08,1,0,0,0
1089,0,5220.0,0,,2009-05-01,,0,0,0,1
1090,0,330.0,1,"Jan,Apr,Jul,Oct",2010-02-01,2011-04-04,1,0,0,0
1091,2,9990.0,0,,2010-02-01,,1,0,0,0
1092,0,300.0,1,"Jan,Apr,Jul,Oct",2000-07-01,2014-10-06,1,0,0,0
1093,2,10450.0,0,,2009-06-01,,0,0,1,0
1094,0,2380.0,1,"Jan,Apr,Jul,Oct",2013-03-01,2014-10-06,0,0,0,1
1095,0,690.0,1,"Jan,Apr,Jul,Oct",2007-06-01,2011-04-04,1,0,0,0
1096,2,1130.0,1,"Mar,Jun,Sept,Dec",2010-02-01,2014-03-10,1,0,0,0
1097,1,720.0,0,,2002-03-01,,0,1,0,0
1098,0,1830.0,0,,2004-11-01,,1,0,0,0
1099,2,200.0,1,"Jan,Apr,Jul,Oct",2013-04-01,2013-04-08,1,0,0,0
1100,0,540.0,1,"Jan,Apr,Jul,Oct",2010-02-01,2011-04-04,1,0,0,0
1101,2,4060.0,0,,2012-09-01,,0,0,0,1
1102,0,850.0,1,"Jan,Apr,Jul,Oct",2012-11-01,2014-10-06,1,0,0,0
1103,2,1340.0,1,"Feb,May,Aug,Nov",2006-10-01,2013-02-04,0,0,0,1
1104,0,260.0,1,"Jan,Apr,Jul,Oct",2012-02-01,2011-04-04,0,0,0,1
1105,2,330.0,1,"Feb,May,Aug,Nov",2008-11-01,2013-02-04,0,0,1,0
1106,2,5330.0,1,"Jan,Apr,Jul,Oct",2011-09-01,2013-08-05,1,0,0,0
1107,0,1400.0,1,"Jan,Apr,Jul,Oct",2012-06-01,2010-03-29,1,0,0,0
1108,0,540.0,0,,2004-04-01,,1,0,0,0
1109,0,3490.0,1,"Jan,Apr,Jul,Oct",2011-04-01,2012-05-28,0,0,1,0
1110,2,900.0,0,,2010-09-01,,0,0,1,0
1111,0,1900.0,1,"Jan,Apr,Jul,Oct",2014-06-01,2013-08-05,1,0,0,0
1112,2,1880.0,0,,2006-04-01,,0,0,1,0
1113,2,9260.0,0,,2010-02-01,,1,0,0,0
1114,2,870.0,0,,2010-02-01,,1,0,0,0
1115,2,5350.0,1,"Mar,Jun,Sept,Dec",2010-02-01,2012-05-28,0,0,0,1
